vehicle_id,brand,vehicle_year,timestamp,odometer_km,engine_hours,vehicle_speed_kph,engine_temp_c,engine_rpm,oil_pressure_psi,coolant_temp_c,fuel_level_percent,fuel_consumption_lph,engine_load_percent,throttle_position_percent,air_flow_rate_gps,exhaust_gas_temp_c,engine_vibration,brake_pad_wear_mm,brake_fluid_level,brake_temp_c,abs_fault_indicator,brake_pedal_position,wheel_speed_fl_kph,wheel_speed_fr_kph,wheel_speed_rl_kph,wheel_speed_rr_kph,battery_voltage_v,battery_current_a,battery_temp_c,alternator_output_v,battery_charge_percent,battery_health_percent,ambient_temp_c,humidity_percent,gps_latitude,gps_longitude,engine_failure_imminent,brake_issue_imminent,battery_issue_imminent,failure_date,failure_type
VEH0135,BMW,2023,2025-04-17 18:19:00,30218.63,548.93,126.12,108.41,5522.41,55.24,98.19,46.12,9.25,100.0,75.25,90.31,645.05,1.89,2.09,88.57,75.99,0,38.77,132.09,129.06,135.46,128.38,12.45,-28.89,38.34,14.05,88.82,93.64,20.8,92.78,19.403661,86.62841,0,0,0,2050-01-01 00:00:00,No Failure
VEH0011,Hyundai,2019,2025-11-22 21:46:00,116683.94,2517.97,85.8,96.91,3761.49,61.6,93.82,71.84,8.44,84.64,62.03,77.46,650.6,2.21,3.09,92.86,56.55,0,21.54,78.86,80.07,84.56,86.42,12.73,14.41,39.08,14.36,76.55,93.81,22.85,37.3,15.172339,79.218074,0,0,0,2050-01-01 00:00:00,No Failure
VEH0285,Toyota,2017,2025-05-15 01:52:00,156599.47,3606.79,60.41,102.71,2591.41,55.78,91.11,10.26,6.68,62.06,41.15,51.24,571.66,2.17,2.86,92.19,60.1,0,12.74,60.85,62.47,59.39,54.91,12.35,-11.05,40.76,14.09,68.98,90.61,28.39,63.08,14.97664,83.933396,0,0,0,2050-01-01 00:00:00,No Failure
VEH0220,Toyota,2021,2025-11-30 02:48:00,96621.31,2051.48,31.99,90.77,1831.85,47.31,86.26,66.74,4.28,30.61,29.36,34.0,474.74,1.77,2.84,89.58,50.82,0,9.16,28.29,28.85,32.93,31.02,12.51,-30.18,41.12,14.16,67.53,97.0,23.52,74.73,9.855596,81.796527,0,0,0,2050-01-01 00:00:00,No Failure
VEH0168,Honda,2023,2025-03-24 20:27:00,55048.88,1369.81,64.02,92.11,2477.36,55.56,86.98,53.88,6.07,51.48,42.16,48.97,486.15,2.17,2.09,93.54,54.36,0,32.36,65.95,62.7,62.19,67.83,12.44,34.11,49.36,14.78,77.04,95.08,29.21,54.22,17.2827,74.799318,0,0,0,2050-01-01 00:00:00,No Failure
VEH0233,Honda,2020,2025-03-16 17:33:00,95068.75,2036.91,56.14,97.97,2013.38,50.86,94.61,33.31,4.6,60.94,38.96,42.68,530.63,1.82,2.4,84.97,49.25,0,47.49,52.76,50.47,47.25,52.25,12.57,-1.62,48.8,14.25,76.19,91.53,38.73,42.5,10.876432,82.433055,1,0,0,2025-03-23 04:33:00,Engine
VEH0199,Tata,2017,2025-07-24 13:20:00,156381.44,3586.66,41.85,93.04,1451.7,52.04,87.16,33.69,5.03,34.11,11.53,30.22,440.15,2.09,2.95,90.47,48.03,0,10.81,36.32,36.63,33.77,35.9,12.35,14.94,35.94,13.78,88.85,95.21,21.28,39.43,18.659024,82.884418,0,0,0,2050-01-01 00:00:00,No Failure
VEH0283,Ford,2018,2025-09-07 04:27:00,129307.81,2891.86,46.24,102.19,3268.75,43.52,87.71,59.61,6.36,49.96,34.56,59.68,546.82,2.88,3.0,83.57,53.73,0,28.0,45.74,43.73,46.49,39.08,12.86,-7.75,45.48,14.27,92.71,93.98,32.97,66.84,18.34835,83.51747,0,0,0,2050-01-01 00:00:00,No Failure
VEH0016,Tata,2018,2025-11-07 04:18:00,125838.76,2768.82,97.45,108.31,4333.2,55.94,98.4,100.0,8.38,84.59,55.82,81.4,695.26,2.58,3.21,85.16,68.73,0,44.14,105.99,104.22,104.42,100.16,12.3,17.37,47.07,14.44,91.31,91.52,26.24,82.85,22.731884,74.491709,0,1,0,2025-11-08 21:18:00,Brake
VEH0261,BMW,2024,2025-07-28 14:44:00,46024.33,1174.42,72.33,102.18,3403.42,57.8,92.03,9.53,6.44,75.02,56.49,65.66,585.38,1.57,2.82,90.84,61.83,0,10.85,76.8,70.57,75.6,82.8,12.85,-44.72,48.35,14.13,100.0,95.5,31.32,60.26,14.665235,81.249946,0,0,0,2050-01-01 00:00:00,No Failure
VEH0266,Audi,2022,2025-10-26 17:24:00,79493.38,1817.64,95.4,96.73,3733.86,57.01,85.73,44.97,8.08,77.55,61.72,69.28,549.37,1.2,2.69,88.7,62.22,0,11.43,102.05,98.67,95.87,99.02,12.61,20.17,38.98,14.02,69.23,86.43,19.99,57.93,21.216706,81.131721,0,0,0,2050-01-01 00:00:00,No Failure
VEH0153,Toyota,2020,2025-09-24 23:18:00,85910.9,1784.71,106.46,108.57,3106.47,55.07,89.77,46.12,9.44,100.0,70.46,59.43,700.92,1.51,2.55,92.72,78.35,0,20.65,109.27,108.54,113.39,110.8,12.42,0.05,47.69,14.03,93.75,98.99,21.98,40.94,21.967865,72.417068,0,0,0,2050-01-01 00:00:00,No Failure
VEH0078,Audi,2023,2025-06-21 17:42:00,56994.99,1182.94,44.39,88.12,1551.68,55.64,80.92,48.97,4.67,44.05,23.66,29.51,502.39,1.55,2.44,97.6,51.71,0,9.85,41.2,46.37,46.18,43.95,12.95,13.11,44.09,14.46,75.48,96.13,19.36,69.58,19.966091,83.673565,0,0,0,2050-01-01 00:00:00,No Failure
VEH0163,Toyota,2019,2025-05-12 00:11:00,129857.08,2818.05,60.38,98.99,2580.6,52.79,89.4,12.81,5.86,55.25,59.08,44.03,540.31,2.23,2.88,92.33,62.39,0,19.7,59.5,62.66,60.73,60.07,12.21,-11.44,39.14,14.55,66.28,91.25,26.58,56.83,27.877427,77.221002,0,0,0,2050-01-01 00:00:00,No Failure
VEH0041,Mercedes,2021,2025-07-26 10:11:00,77140.34,1514.51,74.19,88.99,2784.39,61.48,87.7,34.2,7.33,67.97,38.15,49.94,549.06,1.28,2.66,89.34,57.21,0,16.8,76.65,81.38,69.48,76.74,12.79,-19.46,42.38,14.32,95.04,95.81,10.94,57.01,21.97318,75.885529,0,0,0,2050-01-01 00:00:00,No Failure
VEH0073,BMW,2018,2025-06-25 22:53:00,134892.13,2934.58,42.98,105.62,2501.0,50.77,83.55,51.86,8.04,71.09,40.66,52.36,601.25,1.98,3.12,90.12,53.14,0,19.67,35.15,32.83,40.24,45.73,12.52,5.64,39.68,14.56,65.19,94.89,25.57,43.68,18.750289,82.475468,0,0,0,2050-01-01 00:00:00,No Failure
VEH0277,Mercedes,2022,2025-08-19 16:09:00,62981.38,1347.33,74.3,98.12,2656.68,54.74,86.06,67.16,7.68,81.1,60.31,52.92,567.63,1.98,1.77,98.73,67.51,0,48.86,81.34,78.54,76.43,73.3,12.4,11.51,40.34,14.04,86.03,96.36,17.43,64.56,8.188912,87.561097,0,0,0,2050-01-01 00:00:00,No Failure
VEH0105,Audi,2020,2025-06-07 01:17:00,89927.46,2178.31,76.07,94.15,3212.64,55.18,83.45,39.66,6.83,58.44,52.5,58.43,517.1,2.22,2.67,93.06,62.27,0,17.36,77.4,82.88,69.47,78.35,12.55,22.51,47.17,14.0,61.49,87.05,22.57,53.43,13.401,85.848183,0,0,0,2050-01-01 00:00:00,No Failure
VEH0049,Toyota,2024,2025-04-26 07:03:00,26624.76,342.14,49.63,91.81,1953.31,60.49,82.85,30.59,4.4,44.51,31.88,48.29,502.38,1.06,2.02,91.8,41.01,0,23.25,48.33,43.58,46.38,47.98,12.52,-7.43,40.59,14.13,100.0,98.12,39.14,58.24,20.443826,86.797608,0,0,0,2050-01-01 00:00:00,No Failure
VEH0023,Hyundai,2024,2025-02-20 07:13:00,46670.91,969.03,128.0,108.31,5370.03,53.8,93.1,42.13,9.17,100.0,55.48,88.35,693.69,1.48,1.96,86.65,57.8,0,5.93,126.7,130.83,128.36,130.04,12.66,15.3,45.09,13.67,83.29,95.24,24.92,48.79,13.936034,84.037114,0,0,0,2050-01-01 00:00:00,No Failure
VEH0234,Hyundai,2020,2025-07-12 14:24:00,99894.14,2331.89,62.29,101.11,2660.74,55.18,86.78,59.45,6.63,62.16,49.2,50.69,551.46,2.14,2.21,91.51,57.91,0,17.51,63.04,63.29,57.48,59.31,12.53,5.05,43.32,14.35,79.6,98.11,28.75,57.02,23.606045,75.020555,0,0,0,2050-01-01 00:00:00,No Failure
VEH0174,Toyota,2021,2025-06-07 14:29:00,104999.79,2486.31,57.12,101.49,3164.7,52.8,88.3,72.08,6.79,69.4,56.79,56.96,543.48,1.49,3.01,87.26,59.45,0,39.68,60.58,59.57,58.05,60.8,12.41,-9.5,42.01,14.45,81.42,92.97,24.78,54.37,26.005476,84.186613,0,1,0,2025-06-11 00:29:00,Brake
VEH0274,Mercedes,2017,2025-05-05 15:20:00,143130.68,3157.8,99.37,101.33,4212.92,58.55,94.09,41.92,6.83,66.67,60.4,72.03,581.29,2.31,2.83,91.73,67.66,0,39.3,100.68,99.02,97.96,98.76,12.08,-15.91,48.23,13.87,80.96,83.05,27.63,68.4,24.857533,74.932845,0,0,1,2025-05-10 21:20:00,Battery
VEH0051,Audi,2018,2025-03-01 01:08:00,142713.71,3041.64,131.24,109.5,5352.2,43.76,98.61,58.52,10.03,100.0,79.55,97.25,709.57,2.48,3.19,84.44,77.12,0,2.35,129.24,136.56,135.57,133.57,12.91,-7.93,45.14,13.88,68.01,93.31,29.05,57.51,26.835593,79.684605,0,0,0,2050-01-01 00:00:00,No Failure
VEH0247,Ford,2023,2025-10-23 06:01:00,58983.13,1392.65,54.96,97.72,2320.12,68.06,96.53,25.73,5.17,59.7,41.56,47.69,581.89,1.17,2.44,88.35,57.9,0,58.27,57.4,58.92,55.85,52.63,12.72,0.29,42.98,14.12,100.0,99.4,29.3,35.77,23.96116,82.033574,0,0,0,2050-01-01 00:00:00,No Failure
VEH0220,BMW,2017,2025-05-21 06:53:00,109988.35,2458.84,57.96,101.01,2276.53,56.56,87.52,82.73,7.84,61.92,31.87,43.03,546.59,2.13,2.93,95.3,59.31,0,45.18,53.02,61.1,57.84,59.15,12.33,-0.11,35.96,13.68,78.27,90.98,18.01,79.72,26.603541,72.515815,0,0,0,2050-01-01 00:00:00,No Failure
VEH0275,Audi,2023,2025-11-08 23:57:00,56770.05,917.56,49.07,96.89,2013.21,63.95,86.96,54.31,5.33,64.93,56.56,40.62,559.12,1.75,2.16,95.85,45.23,0,25.04,57.14,48.69,44.13,50.8,12.45,3.12,51.41,13.9,87.85,100.0,35.74,62.08,24.234159,83.591049,0,0,0,2050-01-01 00:00:00,No Failure
VEH0284,Mercedes,2020,2025-08-23 10:02:00,71666.63,1566.87,71.05,99.16,2995.66,47.15,84.06,85.75,7.16,67.28,63.17,50.22,599.59,1.91,2.97,88.73,42.09,0,26.5,70.03,68.73,68.66,70.8,13.0,14.91,45.67,14.25,84.27,100.0,23.29,45.76,21.065223,82.443798,0,0,0,2050-01-01 00:00:00,No Failure
VEH0149,Hyundai,2022,2025-10-18 12:04:00,78098.9,1857.23,11.18,89.27,1339.95,62.09,78.16,66.63,2.98,27.15,19.08,26.0,391.52,1.18,2.58,86.65,48.42,0,6.03,12.78,13.39,6.57,10.88,12.47,-13.59,38.43,13.78,96.89,98.13,24.93,45.78,18.201186,79.466246,0,0,0,2050-01-01 00:00:00,No Failure
VEH0061,Tata,2020,2025-02-13 14:33:00,111527.5,2322.71,29.93,93.43,1631.54,50.42,84.89,35.16,4.08,34.98,25.64,33.05,450.29,1.35,2.63,84.6,32.18,0,21.05,33.11,33.03,26.22,33.13,12.44,19.32,36.11,14.22,73.25,92.93,23.95,54.19,10.634566,79.837227,0,0,1,2025-02-16 16:33:00,Battery
VEH0123,Mercedes,2017,2025-08-14 22:10:00,150352.42,3314.76,124.9,112.34,4659.46,60.18,101.66,36.54,9.01,100.0,68.46,85.49,726.52,2.1,2.67,89.85,67.95,0,23.67,122.21,124.0,125.83,120.43,12.45,-3.46,54.19,14.28,65.41,88.77,43.11,44.54,26.443445,75.901684,0,0,0,2050-01-01 00:00:00,No Failure
VEH0215,Hyundai,2020,2025-10-06 00:15:00,98086.67,2235.22,14.37,89.94,1262.16,64.19,89.17,95.75,5.63,34.02,35.49,28.33,449.73,1.08,2.01,93.0,39.37,0,15.69,13.7,7.75,11.51,11.67,12.27,19.7,46.09,14.76,79.26,92.23,21.57,38.25,8.780136,76.27953,0,0,0,2050-01-01 00:00:00,No Failure
VEH0042,Honda,2017,2025-07-30 19:45:00,153705.72,3424.59,88.37,95.81,3743.91,49.65,97.63,95.66,8.35,87.04,53.71,61.61,622.73,2.37,2.53,95.06,64.95,0,13.61,86.65,84.49,83.39,86.32,11.78,-15.64,40.79,14.46,72.38,85.72,16.22,66.35,12.44493,79.072419,0,0,0,2050-01-01 00:00:00,No Failure
VEH0172,Tata,2025,2025-03-10 08:19:00,21024.88,468.28,68.34,96.85,2802.55,64.08,95.64,41.07,6.21,77.63,65.13,49.3,596.73,1.74,2.13,94.23,63.6,0,24.71,61.71,64.47,61.51,72.65,12.51,17.21,39.17,14.3,78.84,92.64,16.09,60.37,10.068859,82.165638,0,0,0,2050-01-01 00:00:00,No Failure
VEH0200,BMW,2022,2025-10-23 16:35:00,64298.33,1535.29,26.49,89.9,985.16,66.36,82.44,46.64,2.32,33.12,24.29,21.16,418.11,1.67,2.96,92.05,52.21,0,30.01,16.16,24.61,17.95,14.71,12.99,-22.24,47.83,14.58,97.34,100.0,20.33,54.62,16.420334,73.82957,0,0,0,2050-01-01 00:00:00,No Failure
VEH0128,Honda,2020,2025-03-25 22:39:00,112161.88,2534.51,126.61,104.26,4832.05,58.55,86.85,39.17,7.76,99.94,68.62,79.91,669.41,1.49,2.16,94.2,80.58,0,54.2,132.37,129.05,134.78,130.37,12.39,0.44,33.81,14.59,92.35,96.9,8.02,32.85,28.153636,81.873469,0,0,0,2050-01-01 00:00:00,No Failure
VEH0020,Ford,2015,2025-04-14 22:50:00,175378.68,3939.21,41.48,97.66,1577.45,57.37,86.79,42.86,4.37,41.72,34.67,32.52,527.14,2.35,3.54,92.25,53.37,0,26.3,44.9,43.41,46.01,37.65,12.24,15.04,44.02,13.89,72.67,84.99,23.29,39.4,25.759113,87.979111,0,0,0,2050-01-01 00:00:00,No Failure
VEH0215,BMW,2016,2025-09-08 23:28:00,164273.28,3702.96,84.02,105.75,3636.12,46.06,92.52,24.79,7.39,74.64,54.78,65.27,574.56,2.32,2.83,92.18,58.63,0,26.28,86.69,83.06,84.29,87.89,12.59,-27.26,43.68,14.07,84.94,94.07,25.86,71.59,16.974944,78.778944,0,1,0,2025-09-12 09:28:00,Brake
VEH0219,BMW,2020,2025-10-24 07:14:00,105019.07,2200.86,4.76,97.89,600.0,53.28,79.71,52.77,2.64,10.0,3.19,22.23,355.62,1.27,3.05,90.26,30.66,0,31.79,5.01,8.27,0.0,2.13,12.4,-1.8,43.92,14.35,81.17,100.0,36.3,61.18,16.255263,84.229378,0,0,0,2050-01-01 00:00:00,No Failure
VEH0238,Tata,2023,2025-03-16 06:14:00,71226.51,1443.73,87.12,100.62,3768.07,54.74,89.54,55.64,8.05,79.85,58.24,69.0,566.32,1.45,2.44,91.33,63.22,0,24.03,85.09,86.45,92.72,86.11,12.37,36.61,35.37,14.49,82.38,93.69,13.63,82.07,16.089035,80.832994,0,0,1,2025-03-19 15:14:00,Battery
VEH0224,Tata,2018,2025-12-24 16:32:00,125935.42,2925.81,41.55,94.18,2172.68,52.2,89.76,43.44,6.64,54.18,39.31,44.47,487.37,3.03,2.14,93.3,60.17,0,6.53,41.08,44.11,42.78,41.85,12.59,14.28,40.42,14.28,84.92,92.51,15.02,49.77,16.919861,76.660059,0,0,0,2050-01-01 00:00:00,No Failure
VEH0009,Audi,2022,2025-11-18 23:14:00,78572.0,1768.2,45.25,101.4,1163.5,64.82,84.91,58.24,6.14,58.13,51.51,40.21,502.41,0.75,2.37,87.91,46.22,0,27.96,44.45,49.62,48.7,50.91,12.31,22.9,38.46,14.15,81.31,89.38,29.42,47.24,15.598778,72.3895,0,0,0,2050-01-01 00:00:00,No Failure
VEH0203,Ford,2025,2025-07-19 21:13:00,35841.08,754.39,39.41,91.42,1671.76,57.56,83.87,32.04,4.13,41.52,31.87,29.54,473.41,0.78,2.28,86.96,53.77,0,28.38,43.08,42.78,32.29,37.13,13.02,2.46,46.49,14.15,92.65,98.49,9.33,93.07,8.993014,74.465027,0,0,0,2050-01-01 00:00:00,No Failure
VEH0101,Honda,2019,2025-09-26 14:14:00,107353.65,2557.51,18.79,97.58,1929.78,57.94,89.13,72.28,3.91,23.5,8.08,37.56,389.1,1.32,3.16,91.77,46.73,0,43.52,20.06,12.65,15.52,14.45,12.66,-31.47,39.82,14.16,85.12,97.52,34.37,10.69,15.789464,79.266312,0,0,0,2050-01-01 00:00:00,No Failure
VEH0191,BMW,2015,2025-01-23 13:26:00,150946.61,3157.55,83.46,100.8,2617.26,51.12,92.16,45.91,5.87,63.61,42.44,45.0,596.11,2.14,3.45,93.02,66.71,0,50.22,76.46,80.21,83.22,83.29,12.4,14.87,42.06,13.67,72.08,92.61,23.02,63.07,17.753738,72.716665,0,0,0,2050-01-01 00:00:00,No Failure
VEH0196,Tata,2021,2025-10-10 02:21:00,79994.38,1858.08,105.25,107.92,4709.65,51.99,94.96,49.11,8.34,100.0,76.34,75.74,683.65,1.43,2.45,94.36,66.54,0,11.3,104.56,99.14,104.06,102.78,12.26,-9.74,44.02,14.39,92.75,91.57,34.83,71.45,11.536906,78.110191,0,0,0,2050-01-01 00:00:00,No Failure
VEH0064,BMW,2018,2025-04-18 07:31:00,108930.75,2561.96,49.81,102.22,2729.61,50.41,82.54,55.43,6.27,43.79,30.73,50.51,488.86,1.52,3.4,86.9,54.47,0,51.65,50.28,49.65,58.75,53.03,12.97,16.83,39.4,14.64,93.5,95.2,27.15,34.76,11.21615,80.520343,0,0,0,2050-01-01 00:00:00,No Failure
VEH0153,Toyota,2018,2025-04-29 01:18:00,123245.46,2865.75,66.31,94.93,4132.03,56.26,84.76,65.58,7.84,62.29,47.7,76.39,564.44,1.3,2.21,91.68,51.0,0,17.34,72.74,69.28,62.89,69.04,12.38,14.99,45.37,14.32,91.97,97.75,21.38,53.87,17.759101,72.03109,0,0,0,2050-01-01 00:00:00,No Failure
VEH0065,Audi,2017,2025-09-12 07:59:00,145397.18,3414.19,62.51,101.01,3180.99,47.04,93.27,33.92,6.5,76.1,59.61,55.4,619.57,2.57,3.32,83.29,75.83,0,33.29,55.24,52.61,62.58,63.67,12.55,-7.15,42.04,13.47,60.24,85.71,29.99,80.67,24.682814,80.736264,0,0,1,2025-09-18 04:59:00,Battery
VEH0154,Hyundai,2025,2025-02-13 09:46:00,9986.94,111.16,126.7,109.19,5114.26,65.62,101.25,37.41,10.05,100.0,62.14,88.14,641.59,1.47,1.78,99.45,76.75,0,12.13,123.85,124.16,119.67,123.76,12.73,-13.49,45.56,14.05,92.65,93.59,31.77,55.34,12.594287,74.949693,0,0,0,2050-01-01 00:00:00,No Failure
VEH0166,BMW,2017,2025-01-29 21:49:00,144462.42,3247.38,101.58,103.27,3885.56,49.15,91.02,71.28,7.25,71.09,43.82,69.22,615.73,3.01,2.68,94.7,69.27,0,15.0,100.1,99.83,103.53,100.81,12.77,26.37,37.91,14.47,67.13,88.35,24.54,50.3,23.218355,72.653605,1,0,0,2025-01-31 07:49:00,Engine
VEH0104,Hyundai,2024,2025-07-15 13:48:00,63457.86,1468.04,113.23,109.5,4831.2,56.48,90.8,63.03,8.65,100.0,77.47,85.12,727.15,2.0,2.15,93.93,67.62,0,49.83,117.34,114.62,114.04,110.55,12.1,-9.66,37.26,14.27,73.61,88.29,25.26,63.14,12.757841,83.492345,0,0,0,2050-01-01 00:00:00,No Failure
VEH0191,Mercedes,2015,2025-08-25 02:41:00,175257.86,3847.8,4.21,93.12,600.0,61.35,78.13,52.21,3.09,28.08,24.28,24.27,407.93,2.04,2.21,93.74,35.54,0,4.13,1.7,0.0,0.82,1.03,12.55,-9.27,37.98,14.23,94.36,87.37,29.11,56.17,11.629006,76.296235,0,0,0,2050-01-01 00:00:00,No Failure
VEH0244,Mercedes,2023,2025-12-29 09:46:00,48644.7,976.22,112.77,102.67,4352.92,60.4,93.18,28.36,8.66,99.67,71.08,82.01,710.47,1.43,2.57,91.89,62.52,0,56.45,112.72,114.44,112.08,117.3,12.53,16.26,39.59,14.26,85.26,96.6,13.91,62.65,10.183173,77.766207,0,0,0,2050-01-01 00:00:00,No Failure
VEH0118,Mercedes,2020,2025-02-06 07:19:00,97228.61,2204.21,69.92,96.01,3024.85,61.99,90.92,70.65,7.13,68.92,46.16,59.16,525.19,1.31,2.43,92.1,59.04,0,17.31,69.94,70.04,67.06,68.21,12.42,24.3,45.23,14.41,72.24,93.35,34.99,52.58,19.897987,87.996804,0,0,0,2050-01-01 00:00:00,No Failure
VEH0187,Tata,2020,2025-04-26 16:29:00,107812.86,2491.1,66.45,100.03,3148.97,54.9,89.71,100.0,8.06,63.96,44.51,54.57,515.64,0.61,3.31,94.33,59.82,0,13.4,55.75,63.73,61.93,56.45,12.83,11.43,40.78,14.65,85.75,92.13,36.66,66.03,8.961854,84.035832,0,0,0,2050-01-01 00:00:00,No Failure
VEH0005,Mercedes,2024,2025-09-19 03:58:00,33744.77,892.02,52.22,90.33,2241.5,57.96,75.13,23.13,5.41,46.07,50.79,49.21,452.92,1.09,2.34,93.53,54.6,0,17.73,52.72,53.02,59.11,49.77,12.09,-20.47,33.55,14.05,86.79,100.0,18.5,47.97,9.27425,79.653551,0,0,0,2050-01-01 00:00:00,No Failure
VEH0004,Hyundai,2020,2025-01-29 09:48:00,90369.52,1889.49,9.19,92.66,1741.76,50.77,79.76,2.0,4.85,33.57,23.66,30.31,419.56,0.57,2.83,88.99,43.67,0,31.54,11.5,10.7,13.46,15.35,12.42,1.46,47.3,14.21,77.82,92.45,25.07,85.25,11.191478,77.157977,0,0,0,2050-01-01 00:00:00,No Failure
VEH0008,Hyundai,2020,2025-11-09 12:08:00,117590.42,2644.78,61.13,101.91,2138.26,51.0,99.05,64.84,6.82,67.91,52.84,50.44,602.54,1.84,1.61,90.51,53.01,0,7.91,67.03,58.65,56.9,63.28,12.2,18.06,54.8,14.06,78.59,85.35,44.13,78.44,24.073212,72.715771,0,0,0,2050-01-01 00:00:00,No Failure
VEH0128,Toyota,2022,2025-09-04 12:04:00,78792.96,1703.15,5.53,101.08,1089.31,57.49,93.95,100.0,4.5,60.28,44.09,29.28,555.14,1.64,2.43,87.78,35.77,0,50.34,5.8,0.0,0.0,1.75,13.09,-14.03,46.51,14.59,65.6,98.86,26.81,73.2,17.596962,75.446309,0,0,0,2050-01-01 00:00:00,No Failure
VEH0294,Mercedes,2018,2025-12-17 21:59:00,118117.51,2732.6,31.98,100.26,1962.13,57.07,85.49,41.65,5.11,45.08,28.34,45.28,494.78,2.03,2.63,84.72,48.64,0,22.41,31.57,31.63,33.65,37.93,12.3,9.69,48.85,14.56,80.37,94.71,28.76,67.92,26.129192,82.95063,0,0,0,2050-01-01 00:00:00,No Failure
VEH0185,Audi,2018,2025-06-10 12:31:00,131064.5,2952.58,82.62,103.25,3341.25,59.02,99.14,84.87,8.72,82.61,61.46,57.84,646.67,2.79,2.02,92.37,55.8,0,7.07,81.49,80.5,77.67,82.45,12.53,-25.98,45.58,14.42,81.71,90.36,27.8,58.25,23.532127,83.893141,0,0,0,2050-01-01 00:00:00,No Failure
VEH0165,Hyundai,2020,2025-11-25 08:42:00,103812.03,2348.26,47.34,93.45,1805.29,54.7,87.47,67.37,5.72,47.29,30.32,38.84,500.08,2.06,2.87,84.92,55.49,0,25.54,46.37,44.24,45.13,40.98,12.51,21.96,50.84,13.85,84.45,89.15,24.45,69.44,26.733829,82.238964,0,0,0,2050-01-01 00:00:00,No Failure
VEH0282,Tata,2021,2025-08-26 00:23:00,95266.46,2107.75,35.5,96.52,1892.1,57.96,85.68,31.81,5.06,48.9,27.07,36.93,490.73,1.98,3.03,90.41,54.13,0,13.9,33.9,38.04,36.26,36.62,12.1,-12.07,42.24,13.86,96.01,96.89,25.72,45.55,13.193996,83.620676,0,1,0,2025-08-26 10:23:00,Brake
VEH0083,Tata,2016,2025-04-12 12:23:00,137411.86,3295.53,84.71,100.19,3240.61,50.56,100.59,42.69,7.95,75.99,49.5,57.34,641.24,2.89,3.28,92.95,60.25,0,33.02,83.45,88.16,83.96,88.61,12.44,-0.17,40.34,14.15,85.26,95.6,26.83,71.02,13.269525,87.831253,0,0,0,2050-01-01 00:00:00,No Failure
VEH0019,Honda,2024,2025-11-08 03:37:00,73866.8,1801.72,77.44,100.64,4297.64,61.6,90.2,44.76,8.66,88.88,62.31,68.39,613.5,1.81,2.1,92.27,49.77,0,23.36,70.08,69.83,77.16,76.87,12.37,8.68,42.28,14.81,81.05,94.09,18.1,47.21,20.20482,87.473069,0,0,0,2050-01-01 00:00:00,No Failure
VEH0212,Mercedes,2025,2025-10-15 03:37:00,48316.05,1062.79,8.56,97.33,1098.69,48.34,83.38,35.39,2.39,35.8,24.62,29.79,468.34,1.62,1.71,98.28,47.62,0,15.06,8.49,3.05,9.26,10.6,12.61,34.51,50.52,14.32,87.6,92.98,32.83,55.1,16.653598,75.574071,0,0,0,2050-01-01 00:00:00,No Failure
VEH0010,Hyundai,2022,2025-01-09 19:40:00,55943.76,1398.58,22.08,98.38,1845.99,46.05,84.72,46.66,6.77,39.22,29.44,35.39,456.6,1.84,2.39,88.51,48.47,0,9.38,18.33,16.13,17.56,14.68,13.05,0.02,47.34,14.28,90.39,92.06,32.38,26.25,14.2599,79.642362,0,0,0,2050-01-01 00:00:00,No Failure
VEH0212,Hyundai,2021,2025-12-30 23:48:00,86921.93,1947.64,100.46,100.47,3976.87,54.05,93.42,89.78,9.18,100.0,68.52,66.85,707.58,2.24,2.01,90.49,60.89,0,5.89,96.7,103.9,104.86,101.59,12.57,-2.0,50.68,14.04,90.33,88.63,23.14,12.45,16.19824,86.871619,0,0,0,2050-01-01 00:00:00,No Failure
VEH0066,Toyota,2018,2025-05-24 01:28:00,130873.92,2883.51,88.78,99.76,3109.53,57.2,92.66,39.54,8.66,88.2,72.63,58.04,696.53,1.73,3.49,93.46,69.12,0,8.35,81.51,83.66,82.76,86.05,12.43,-1.31,47.91,14.36,78.41,86.89,33.19,75.45,10.771658,78.751224,0,0,0,2050-01-01 00:00:00,No Failure
VEH0131,Ford,2015,2025-07-16 02:20:00,169198.78,3642.81,49.4,101.58,2773.97,45.23,86.59,100.0,5.51,55.96,26.47,52.55,494.58,1.71,3.37,88.57,54.34,0,55.65,49.81,43.8,49.66,54.55,12.48,41.33,45.84,13.91,77.21,87.96,31.24,47.47,22.776144,85.943357,1,0,0,2025-07-16 10:20:00,Engine
VEH0288,Honda,2017,2025-03-27 15:35:00,134295.48,2954.03,47.36,94.13,2115.29,56.38,89.33,30.1,5.74,38.19,27.64,39.82,441.64,1.51,2.37,94.73,46.91,0,18.9,45.07,41.95,50.2,51.36,12.85,-8.24,44.56,13.96,71.81,88.27,23.23,53.92,9.982578,75.219633,0,0,0,2050-01-01 00:00:00,No Failure
VEH0109,BMW,2020,2025-01-21 01:20:00,111018.27,2357.43,61.03,94.62,2215.14,48.23,81.06,37.41,6.42,46.37,25.5,35.55,504.0,1.4,2.47,94.64,51.39,0,22.55,62.77,59.6,64.46,67.17,12.48,33.92,36.86,14.46,75.19,100.0,18.11,55.64,24.84073,81.484095,0,0,0,2050-01-01 00:00:00,No Failure
